firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
ALDI,2020-06-05, Part Time Store Assistant,"Former Employee, more than 1 year","Manchester City Centre, England, England",2,1.0,1.0,,4.0,1.0,1.0,o,o,o,Authoritarian management,Higher pay compared with other supermarkets,"Very authoritarian, one rule for store assistants, another for managers. Company's focus on efficiency can make the working day very stressful"
AJ-Bell,2020-06-09, Compliance Monitoring Officer,"Current Employee, more than 1 year","Manchester, England, England",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Fantastic Company,"Great culture within the business towards staff and customers - really refreshing to work at a place like this.

Supportive - Management within my area have been amazing in support given for training, progression, workload and even personal life. They really care about you and not just hitting targets.

Successful - whilst no job is 100% stable because of how good the company is I feel a greater level of security than I have elsewhere. The company is profitable, expanding and has even got through the COVID 19 pandemic without furloughing staff and impacting customers (in fact they have provided charitable funds and goods to those that need it most).","I have no real cons about the place. What I have found is that where an issue is raised the business listen and try to react. Also, the business proactively look for concerns with an annual survey as well as ongoing communication."
AFH-Wealth-Management,2021-02-07, Investment Operations,"Former Employee, more than 1 year","Birmingham, England, England",3,5.0,5.0,4.0,3.0,1.0,2.0,x,o,v,AFH Review,"-Great People
-Heading in a good direction generally","-Low Salary
-Middle Management likes to micro Manage 
-Staff Retention in Investment Admin team very low"
AJ-Bell,2021-01-26, Customer Services Agent,"Former Employee, more than 1 year","Salford, North West England, England, England",1,1.0,1.0,4.0,1.0,3.0,1.0,x,r,r,More cons than pros,"Pay day drinks, Christmas/Summer party, virtual events during lockdown.","No consideration to the staff, customer and sla is more important than any illness or mental health issue that you have, low pay for high stress job, compulsory overtime when busy, difficult to progress"
ALDI,2018-04-04, Anonymous Employee,"Former Employee, more than 1 year","Coventry, England, England",4,,,,,,,o,o,o,Great work ethics,Lots of overtime opportunities meaning extra cash can be earned,Could be quite tiring as you never know when exactly you get to finish work
ALDI,2021-02-23, Store Manager,Current Employee,"Bathgate, Scotland, Scotland",1,1.0,1.0,1.0,1.0,1.0,1.0,x,r,x,Poor leadership,The only pros is the pay,"Leaders are patronising. 
Lack of respect, equality and diversity."
ALDI,2015-02-24, Stock Assistant Nights,"Current Employee, less than 1 year","Lincoln, England, England",1,1.0,1.0,,3.0,1.0,1.0,x,x,x,Good for a temp job whilst looking for a decent job.,"The people I work with are sound, and I made good friends.","Aldi will cut your contract hours by upto 50% if theyre not hitting their sales targets, so dont work at Aldi if the money from this job is your main income. 
Started doing 30 + hours per week with 3 people on the shift, now expected to do the same amount of work but in 18 - 20 hours per week, and with only 2 people on the shift instead of 3. No pay rise or incentive to do extra work expected.
I arrive at 10pm for the night shift, and will be told my finish time when I arrive, which will be anything from 4am - 8am.
Was told during induction that nightshifts are blocked together to help the nightshift have more regular sleep patterns. Hardly ever happens. Everytime a worker leaves theyll be hundreds of applicants willing to take their place, Aldi know this and exploit it to the max. They keep prices low by screwing over their work force. You must be clean shaven for every shift, no designer stubble at all. And you are told you cannot say anything negative about Aldi on the internet or social media, this a an instant sackable offence. Stock assistants are not entitled to sick pay because theyre classed as a business perk."
ALDI,2020-04-27, Deputy Store Manager,"Current Employee, more than 3 years","Manchester, England, England",2,2.0,2.0,,2.0,4.0,2.0,x,o,v,A young person's game,The pay isn't too bad.,"It's very hard on the body. Most of the longer serving staff are working through bad back, knees, shoulders etc. A pretty thankless job where good work usually goes unnoticed."
ALDI,2020-12-10, Deputy Manager,"Former Employee, more than 1 year","Birmingham, England, England",3,1.0,2.0,5.0,4.0,3.0,3.0,x,v,r,Salaris,Not a lot that I can remember,Way Too many to name
ALDI,2020-09-24, Store Assistant,"Current Employee, less than 1 year","Gillingham, England, England",5,4.0,5.0,,5.0,5.0,5.0,v,v,v,amazing place to work,"Great people
Great pay
Friendly management
Supportive and friendly atmosphere","Working hours, 10 o'clock finishes a fair bit can be draining"
AFH-Wealth-Management,2016-11-03, Anonymous Employee,"Former Employee, more than 1 year",,4,4.0,4.0,,4.0,4.0,4.0,v,o,v,I liked working for AFH,"Nice Staff, good HR Team.
Feels vibrant and forward thinking. 
Flexible hours (worked for me). 
Good place to start your career.",Can't really think of any obvious cons
ALDI,2020-11-06, Product Owner,Current Employee,"Tamworth, England, England",5,4.0,4.0,3.0,4.0,2.0,4.0,v,r,v,Good comany,"Care for staff
Good work culture",Boring day to day job
AFH-Wealth-Management,2019-07-30, Protection Consultant,"Former Employee, less than 1 year","Nottingham, England, England",1,3.0,1.0,,1.0,1.0,1.0,x,x,x,COWBOYS AVOID,hours ok colleagues and line managers are really nice,"i worked at their AFH Insure division, give you leads that are impossible to work.

Training pretty much none existent. Desk managers cant help as they are expected to generate their own sales and struggle to help their team to improve the overall desk revenue.

Cold calling the same people over and over again even when told not to ring back.  I spent last week ring people over 70 if they want life insurance,  or reviewing old policies.  Cancel your current policy and then take out one with less cover for more money."
ALDI,2018-11-22, Assistant Store Manager,"Former Employee, more than 1 year","London, England, England",3,1.0,1.0,,2.0,4.0,2.0,v,x,x,Assistant store manager,"Pay is competitive, good team.","Long hours,
Not much support from Area Managers, who are also Human Resources.
Little to no work life balance."
ALDI,2020-04-18, Buying Assistant,Former Employee,"Atherstone, England, England",3,,,,,,,o,o,o,Good,Good pay and good working hours,Hard to get a promotion
ALDI,2016-02-05, Assistant Store Manager,Current Employee,"London, England, England",4,,,,,,,o,o,v,Good company to work for,"Look after employees
People are a priority
Promotion prospects are good
Salary","Can be monotonous
Physically demanding
Long hours"
ALDI,2016-11-28, Hgv Driver,"Former Employee, more than 1 year","Cardiff, Wales, Wales",3,3.0,2.0,,3.0,2.0,3.0,x,r,x,"Hgv,1 driver",Good fleet and friendly management. Decent working conditions with good canteen and free drinks,Wages wasn't what I was promised in interview. Shop warehouse to full and nowhere to put the new stock.
ALDI,2020-09-08, Sales Assistant/Stock Assistant,"Former Employee, less than 1 year","Ashford, Kent, South East England, England, England",1,1.0,1.0,,1.0,1.0,1.0,x,x,x,Was treated appallingly,they provide a good pay.,"They put pressure on you to work at a pace that is unrealistic, unfriendly, lack of training and unsupportive."
ALDI,2019-10-15, Assistant Warehouse Manager,"Former Employee, less than 1 year","Bradford, Yorkshire and the Humber, England, England",5,5.0,5.0,,4.0,4.0,5.0,v,o,v,lovely working atmosphere and pay,good pay good lads and good time,nothing at all in my opinion
ALDI,2020-02-14, Retail Store Assistant,"Current Employee, more than 3 years","Stoke-on-Trent, England, England",4,3.0,4.0,,3.0,3.0,3.0,v,o,v,Good All-Rounder,"-Competitive pay
-Annual bonus/pay rise
-*Flexible hours*
-Busy shifts - they go quick!
-Closed over Christmas, reduced hours over bank holiday","-* Hours are flexible depending on what store you work in - some are very flexible and others not at all
-You sign a contract to work in that area NOT that specific store, so you could be moved at any time or asked to cover shifts elsewhere"
ALDI,2020-08-29, Stock Assistant,"Former Employee, less than 1 year","Oxford, England, England",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Good,It was Good working there,Didnt tell me when my shifts were
ALDI,2021-01-22, Manager,Current Employee,"Stoke-on-Trent, England, England",4,,,,,,,o,o,o,Review,It is very fun and engaging.,I can think of none.
ALDI,2016-02-24, Buying Assistant,Former Employee,"Wolverhampton, England, England",4,4.0,4.0,,3.0,3.0,4.0,v,r,v,Aldi,"High pay, strong incentive for work life balance, strict working hours. Yearly pay increases. Emphasis on personal development within roles.","Stressful, flat structure so limited promotional opportunities however not completely off limits. Lean structure which means additional non relevant duties beyond role often required."
ALDI,2020-01-17, Assistant Store Manager,"Current Employee, more than 5 years","Loughborough, England, England",4,2.0,4.0,,4.0,4.0,4.0,v,v,v,Hard work for great rewards and benefits,"Great pay, supportive team, simple lines of communication throughout.","Anti social hours, work/life balance can be touch to maintain."
